Date,Category,Amount,Description,Payment Mode,Cashback
2025-07-09,Food,391.09,Lunch at restaurant,Debit Card,18.61
2025-07-20,Entertainment,167.5,Theatre show,Mobile Payment,0.0
2025-07-07,Shopping,401.85,Gift purchase,Credit Card,9.99
2025-07-26,Transport,228.71,Taxi fare,Credit Card,6.03
2025-07-10,Healthcare,290.11,Doctor visit,Debit Card,6.37
2025-07-29,Investments,465.95,LIC,Credit Card,8.07
2025-07-08,Food,311.28,Coffee at café,Debit Card,13.92
2025-07-07,Healthcare,67.37,Eye exam,Credit Card,1.12
2025-07-18,Entertainment,257.11,Theatre show,Credit Card,7.38
2025-07-14,Transport,289.31,Uber ride,Bank Transfer,0.0
2025-07-09,Rent,90.14,House rent payment,Debit Card,1.77
2025-07-02,Transport,217.53,Uber ride,Cash,0.0
2025-07-05,Food,124.84,Grocery shopping,Bank Transfer,0.0
2025-07-16,Transport,402.97,Gas station refill,Debit Card,4.63
2025-07-12,Shopping,496.36,Bought electronics,Debit Card,4.98
2025-07-13,Stationary,183.89,declutter boxes,Credit Card,4.87
2025-07-08,Shopping,207.41,New shoes,Credit Card,8.88
2025-07-24,Shopping,442.81,Home decor,Mobile Payment,0.0
2025-07-30,Food,164.77,Coffee at café,Cash,0.0
2025-07-22,Investments,165.1,SIP,Cash,0.0
2025-07-01,Stationary,458.85,Pens,Debit Card,21.5
2025-07-16,Healthcare,332.96,Gym membership,Credit Card,16.4
2025-07-25,Entertainment,53.11,Concert ticket,Mobile Payment,0.0
2025-07-21,Investments,334.52,SIP,Mobile Payment,0.0
2025-07-04,Rent,207.14,Room rent payment,Bank Transfer,0.0
2025-07-10,Rent,191.75,House rent payment,Cash,0.0
2025-07-13,Utilities,67.92,Gas bill,Debit Card,1.83
2025-07-18,Investments,19.84,SIP,Credit Card,0.93
2025-07-04,Transport,139.88,Public transport ticket,Cash,0.0
2025-07-06,Utilities,298.42,Mobile phone bill,Credit Card,12.04
2025-07-12,Food,112.82,Coffee at café,Cash,0.0
2025-07-04,Travel,476.32,Mall visit,Bank Transfer,0.0
2025-07-16,Rent,158.67,Monthly rent,Cash,0.0
2025-07-18,Healthcare,164.95,Eye exam,Credit Card,5.08
2025-07-16,Investments,325.95,SIP,Debit Card,13.25
2025-07-03,Food,475.77,Dinner delivery,Bank Transfer,0.0
2025-07-04,Investments,48.88,stocks,Bank Transfer,0.0
2025-07-05,Investments,89.98,stocks,Mobile Payment,0.0
2025-07-04,Food,326.05,Bought snacks,Debit Card,5.49
2025-07-18,Investments,376.24,mutual funds,Cash,0.0
2025-07-10,Stationary,301.44,declutter boxes,Bank Transfer,0.0
2025-07-03,Investments,185.34,LIC,Bank Transfer,0.0
2025-07-26,Healthcare,70.8,Gym membership,Cash,0.0
2025-07-29,Food,115.97,Weekly groceries,Bank Transfer,0.0
2025-07-10,Rent,339.04,Monthly rent,Credit Card,5.61
2025-07-26,Transport,182.47,Public transport ticket,Mobile Payment,0.0
2025-07-27,Utilities,264.49,Water bill,Cash,0.0
2025-07-19,Rent,383.67,Monthly rent,Mobile Payment,0.0
2025-07-06,Shopping,167.44,Online shopping,Bank Transfer,0.0
2025-07-01,Rent,152.51,House rent payment,Mobile Payment,0.0
2025-07-31,Transport,356.08,Train fare,Cash,0.0
2025-07-05,Stationary,369.25,declutter boxes,Credit Card,14.52
2025-07-22,Transport,248.77,Parking fee,Mobile Payment,0.0
2025-07-23,Food,333.92,Weekly groceries,Mobile Payment,0.0
2025-07-01,Rent,186.1,House rent payment,Credit Card,4.61
2025-07-29,Food,106.66,Grocery shopping,Bank Transfer,0.0
2025-07-13,Transport,259.56,Train fare,Mobile Payment,0.0
2025-07-12,Investments,358.35,stocks,Cash,0.0
2025-07-08,Stationary,254.1,Sketch Pens,Cash,0.0
2025-07-18,Shopping,433.97,Bought electronics,Cash,0.0
2025-07-06,Food,87.01,Fast food meal,Cash,0.0
2025-07-05,Stationary,327.08,Sketch Pens,Cash,0.0
2025-07-10,Investments,154.38,LIC,Bank Transfer,0.0
2025-07-20,Travel,347.46,Sunday picnic,Cash,0.0
2025-07-05,Rent,152.98,Room rent payment,Credit Card,5.21
2025-07-14,Stationary,288.94,Charts,Debit Card,3.85
2025-07-31,Rent,344.86,Monthly rent,Debit Card,16.8
2025-07-28,Travel,145.64,South Tour,Bank Transfer,0.0
2025-07-09,Investments,432.5,mutual funds,Bank Transfer,0.0
2025-07-27,Food,306.13,Coffee at café,Debit Card,6.04
2025-07-16,Food,198.08,Weekly groceries,Bank Transfer,0.0
2025-07-16,Investments,142.43,mutual funds,Bank Transfer,0.0
2025-07-02,Food,32.87,Bought snacks,Credit Card,0.46
2025-07-18,Food,57.12,Coffee at café,Cash,0.0
2025-07-15,Utilities,380.22,Cable TV subscription,Credit Card,8.02
2025-07-26,Rent,338.6,Apartment rent,Debit Card,15.72
2025-07-22,Stationary,106.96,declutter boxes,Cash,0.0
2025-07-08,Shopping,32.56,Bought electronics,Credit Card,1.62
2025-07-18,Transport,33.81,Taxi fare,Bank Transfer,0.0
2025-07-31,Investments,460.84,stocks,Mobile Payment,0.0
2025-07-15,Travel,106.28,Hastinapur tour,Credit Card,3.31
2025-07-13,Healthcare,491.55,Dental check-up,Mobile Payment,0.0
2025-07-08,Utilities,35.56,Internet subscription,Debit Card,1.63
2025-07-24,Utilities,420.96,Water bill,Credit Card,19.85
2025-07-11,Food,240.99,Fast food meal,Bank Transfer,0.0
2025-07-05,Investments,150.9,SIP,Cash,0.0
2025-07-28,Investments,221.86,mutual funds,Debit Card,9.13
2025-07-26,Healthcare,314.97,Doctor visit,Cash,0.0
2025-07-14,Entertainment,374.84,Movie ticket,Credit Card,4.33
2025-07-10,Food,417.12,Fast food meal,Debit Card,5.52
2025-07-26,Investments,92.86,LIC,Credit Card,1.79
2025-07-17,Investments,76.81,stocks,Cash,0.0
2025-07-27,Entertainment,338.19,Dinner and drinks,Cash,0.0
2025-07-11,Shopping,15.52,Gift purchase,Cash,0.0
2025-07-30,Investments,337.29,LIC,Credit Card,8.8
2025-07-15,Stationary,161.36,declutter boxes,Credit Card,7.42
2025-08-17,Shopping,50.67,Home decor,Debit Card,2.52
2025-08-11,Shopping,113.47,Gift purchase,Debit Card,3.38
2025-08-16,Utilities,185.79,Water bill,Mobile Payment,0.0
2025-08-28,Entertainment,258.73,Movie ticket,Mobile Payment,0.0
2025-08-13,Investments,117.1,mutual funds,Cash,0.0
2025-08-05,Investments,143.59,LIC,Debit Card,1.85
2025-08-09,Transport,294.12,Taxi fare,Credit Card,10.5
2025-08-05,Investments,134.25,SIP,Mobile Payment,0.0
2025-08-31,Entertainment,11.57,Books purchase,Bank Transfer,0.0
2025-08-19,Travel,260.78,Movies,Cash,0.0
2025-08-21,Entertainment,21.31,Streaming subscription,Debit Card,1.0
2025-08-10,Food,252.54,Lunch at restaurant,Bank Transfer,0.0
2025-08-04,Transport,201.78,Car repair,Mobile Payment,0.0
2025-08-17,Transport,211.97,Car repair,Mobile Payment,0.0
2025-08-30,Transport,319.62,Taxi fare,Credit Card,7.52
2025-08-13,Transport,333.41,Uber ride,Debit Card,4.88
2025-08-13,Investments,48.3,mutual funds,Cash,0.0
2025-08-09,Food,95.65,Fast food meal,Cash,0.0
2025-08-30,Food,481.53,Bought snacks,Mobile Payment,0.0
2025-08-28,Healthcare,215.73,Dental check-up,Mobile Payment,0.0
2025-08-21,Food,166.86,Coffee at café,Mobile Payment,0.0
2025-08-11,Stationary,225.86,declutter boxes,Mobile Payment,0.0
2025-08-31,Transport,236.6,Train fare,Cash,0.0
2025-08-24,Entertainment,131.18,Theatre show,Debit Card,4.96
2025-08-03,Food,74.89,Fast food meal,Cash,0.0
2025-08-23,Transport,228.84,Taxi fare,Bank Transfer,0.0
2025-08-30,Rent,163.5,Monthly rent,Debit Card,4.29
2025-08-12,Travel,25.82,Mall visit,Credit Card,0.32
2025-08-15,Transport,35.24,Train fare,Debit Card,1.61
2025-08-21,Investments,447.17,SIP,Debit Card,10.17
2025-08-29,Travel,26.61,Sunday picnic,Debit Card,0.36
2025-08-07,Food,461.63,Bought snacks,Debit Card,18.25
2025-08-18,Rent,415.29,Room rent payment,Mobile Payment,0.0
2025-08-09,Rent,58.84,Apartment rent,Cash,0.0
2025-08-11,Transport,340.96,Uber ride,Bank Transfer,0.0
2025-08-18,Food,357.23,Coffee at café,Credit Card,13.8
2025-08-16,Rent,385.03,Room rent payment,Cash,0.0
2025-08-11,Investments,170.43,LIC,Bank Transfer,0.0
2025-08-22,Stationary,292.47,Pens,Credit Card,8.86
2025-08-03,Travel,483.7,South Tour,Bank Transfer,0.0
2025-08-27,Travel,162.71,Sunday picnic,Debit Card,6.95
2025-08-23,Investments,437.91,SIP,Credit Card,11.5
2025-08-13,Investments,327.25,mutual funds,Cash,0.0
2025-08-18,Transport,305.49,Public transport ticket,Mobile Payment,0.0
2025-08-21,Food,47.51,Weekly groceries,Debit Card,0.91
2025-08-14,Utilities,141.59,Gas bill,Mobile Payment,0.0
2025-08-15,Transport,228.23,Gas station refill,Debit Card,4.51
2025-08-16,Stationary,118.09,Sheets,Mobile Payment,0.0
2025-08-21,Utilities,244.6,Gas bill,Credit Card,5.95
2025-08-19,Utilities,209.15,Electricity bill,Cash,0.0
2025-08-29,Food,271.0,Coffee at café,Bank Transfer,0.0
2025-08-25,Healthcare,28.09,Medicine purchase,Cash,0.0
2025-08-16,Utilities,113.36,Gas bill,Credit Card,5.23
2025-08-19,Investments,216.3,LIC,Cash,0.0
2025-08-24,Travel,484.14,Sunday picnic,Mobile Payment,0.0
2025-08-31,Food,55.85,Bought snacks,Bank Transfer,0.0
2025-08-03,Healthcare,292.37,Gym membership,Cash,0.0
2025-08-29,Investments,248.98,mutual funds,Mobile Payment,0.0
2025-08-22,Food,245.47,Dinner delivery,Credit Card,6.97
2025-08-24,Transport,251.98,Gas station refill,Credit Card,7.81
2025-08-26,Investments,332.28,LIC,Bank Transfer,0.0
2025-08-25,Rent,335.76,Apartment rent,Credit Card,5.89
2025-08-29,Shopping,77.77,Shopping for accessories,Credit Card,2.48
2025-08-30,Travel,229.75,Sunday picnic,Mobile Payment,0.0
2025-08-04,Healthcare,253.83,Health insurance,Mobile Payment,0.0
2025-08-24,Transport,154.87,Car repair,Credit Card,5.36
2025-08-27,Rent,113.58,Monthly rent,Mobile Payment,0.0
2025-08-26,Entertainment,379.81,Theatre show,Credit Card,9.58
2025-08-16,Investments,83.26,stocks,Bank Transfer,0.0
2025-08-26,Shopping,298.9,Online shopping,Debit Card,4.44
2025-08-13,Shopping,363.21,Home decor,Credit Card,7.57
2025-08-20,Transport,100.15,Gas station refill,Debit Card,1.76
2025-08-17,Stationary,219.75,Sheets,Cash,0.0
2025-08-27,Rent,108.84,Room rent payment,Credit Card,2.66
2025-08-18,Utilities,210.59,Internet subscription,Bank Transfer,0.0
2025-08-28,Rent,64.12,Apartment rent,Mobile Payment,0.0
2025-08-13,Entertainment,411.79,Dinner and drinks,Credit Card,17.28
2025-08-09,Transport,462.29,Gas station refill,Cash,0.0
2025-08-24,Transport,105.22,Taxi fare,Bank Transfer,0.0
2025-08-25,Healthcare,204.07,Gym membership,Cash,0.0
2025-08-30,Entertainment,434.65,Dinner and drinks,Cash,0.0
2025-08-12,Rent,190.28,Monthly rent,Bank Transfer,0.0
2025-08-24,Investments,376.65,stocks,Cash,0.0
2025-08-28,Healthcare,303.99,Medicine purchase,Bank Transfer,0.0
2025-08-26,Stationary,189.36,Sketch Pens,Debit Card,3.98
2025-08-30,Stationary,483.76,declutter boxes,Mobile Payment,0.0
2025-08-02,Rent,63.36,Monthly rent,Mobile Payment,0.0
2025-08-10,Travel,65.38,Hastinapur tour,Debit Card,3.23
2025-08-16,Healthcare,244.33,Medicine purchase,Bank Transfer,0.0
2025-08-23,Healthcare,129.98,Gym membership,Bank Transfer,0.0
2025-08-28,Investments,81.07,mutual funds,Cash,0.0
2025-08-23,Stationary,42.14,declutter boxes,Mobile Payment,0.0
2025-08-22,Transport,236.8,Parking fee,Cash,0.0
2025-08-28,Rent,325.42,Monthly rent,Mobile Payment,0.0
2025-08-15,Utilities,351.91,Cable TV subscription,Cash,0.0
2025-08-05,Stationary,316.7,Charts,Cash,0.0
2025-08-30,Transport,393.48,Parking fee,Cash,0.0
2025-08-12,Shopping,290.8,Gift purchase,Mobile Payment,0.0
2025-08-15,Utilities,194.34,Internet subscription,Credit Card,2.27
2025-08-10,Transport,278.46,Taxi fare,Debit Card,7.72
2025-08-22,Travel,334.94,Movies,Cash,0.0
2025-08-10,Healthcare,48.05,Gym membership,Credit Card,2.22
2025-08-12,Investments,282.27,mutual funds,Cash,0.0
2025-08-15,Utilities,113.24,Cable TV subscription,Cash,0.0
2025-08-27,Travel,479.85,Movies,Bank Transfer,0.0
2025-08-26,Shopping,75.97,New shoes,Credit Card,2.64
2025-08-13,Utilities,312.34,Mobile phone bill,Credit Card,4.51
2025-08-28,Entertainment,366.72,Dinner and drinks,Cash,0.0
2025-08-11,Entertainment,138.36,Movie ticket,Credit Card,2.16
2025-08-28,Stationary,69.64,Pens,Bank Transfer,0.0
2025-08-26,Transport,251.39,Taxi fare,Debit Card,7.36
2025-08-21,Shopping,152.65,Bought electronics,Cash,0.0
2025-08-13,Entertainment,265.51,Video games,Mobile Payment,0.0
2025-08-27,Stationary,492.58,Sheets,Credit Card,20.11
2025-08-08,Entertainment,209.45,Video games,Debit Card,6.61
2025-08-27,Entertainment,278.07,Dinner and drinks,Mobile Payment,0.0
2025-08-24,Rent,386.08,Apartment rent,Credit Card,8.21
2025-08-21,Healthcare,233.72,Gym membership,Bank Transfer,0.0
2025-08-21,Investments,58.41,LIC,Cash,0.0
2025-08-20,Investments,457.27,mutual funds,Bank Transfer,0.0
2025-08-27,Investments,83.0,mutual funds,Bank Transfer,0.0
2025-08-21,Utilities,269.58,Internet subscription,Mobile Payment,0.0
2025-08-15,Utilities,286.94,Electricity bill,Mobile Payment,0.0
2025-08-02,Utilities,18.12,Internet subscription,Mobile Payment,0.0
2025-08-12,Rent,148.96,Room rent payment,Cash,0.0
2025-08-10,Utilities,11.85,Mobile phone bill,Credit Card,0.46
2025-08-29,Entertainment,464.14,Streaming subscription,Mobile Payment,0.0
2025-08-04,Entertainment,155.33,Video games,Cash,0.0
2025-08-03,Utilities,360.76,Cable TV subscription,Bank Transfer,0.0
2025-08-20,Transport,269.15,Public transport ticket,Credit Card,8.31
2025-09-29,Healthcare,234.31,Gym membership,Debit Card,9.27
2025-09-04,Utilities,112.34,Mobile phone bill,Debit Card,2.2
2025-09-27,Stationary,145.05,Sketch Pens,Cash,0.0
2025-09-18,Utilities,188.87,Electricity bill,Cash,0.0
2025-09-30,Investments,277.86,mutual funds,Credit Card,20.25
2025-09-13,Stationary,244.2,Sketch Pens,Mobile Payment,0.0
2025-09-24,Transport,296.65,Car repair,Credit Card,21.9
2025-09-18,Travel,476.66,Movies,Bank Transfer,0.0
2025-09-26,Healthcare,225.17,Gym membership,Bank Transfer,0.0
2025-09-03,Stationary,495.46,Sheets,Bank Transfer,0.0
2025-09-06,Transport,239.63,Parking fee,Cash,0.0
2025-09-24,Transport,372.71,Gas station refill,Debit Card,31.41
2025-09-01,Rent,149.41,House rent payment,Bank Transfer,0.0
2025-09-13,Rent,383.25,Monthly rent,Mobile Payment,0.0
2025-09-23,Stationary,440.33,Pens,Mobile Payment,0.0
2025-09-27,Travel,172.8,Sunday picnic,Debit Card,6.73
2025-09-04,Rent,429.52,Apartment rent,Debit Card,26.84
2025-09-28,Food,113.84,Dinner delivery,Mobile Payment,0.0
2025-09-12,Healthcare,417.68,Gym membership,Debit Card,29.68
2025-09-08,Transport,274.33,Parking fee,Debit Card,11.52
2025-09-11,Stationary,413.79,declutter boxes,Mobile Payment,0.0
2025-09-04,Food,294.81,Fast food meal,Mobile Payment,0.0
2025-09-27,Healthcare,82.69,Eye exam,Debit Card,4.64
2025-09-26,Transport,322.37,Gas station refill,Cash,0.0
2025-09-22,Rent,490.57,Monthly rent,Credit Card,15.53
2025-09-18,Rent,458.18,House rent payment,Credit Card,40.38
2025-09-09,Rent,100.69,Apartment rent,Credit Card,6.17
2025-09-19,Stationary,243.86,Sketch Pens,Cash,0.0
2025-09-13,Food,316.9,Bought snacks,Credit Card,16.13
2025-09-08,Transport,460.09,Car repair,Cash,0.0
2025-09-25,Entertainment,311.97,Theatre show,Cash,0.0
2025-09-10,Healthcare,293.28,Dental check-up,Credit Card,5.62
2025-09-03,Stationary,96.68,declutter boxes,Mobile Payment,0.0
2025-09-17,Investments,29.25,SIP,Mobile Payment,0.0
2025-09-06,Transport,55.51,Gas station refill,Cash,0.0
2025-09-19,Shopping,347.14,Online shopping,Credit Card,31.09
2025-09-20,Travel,364.03,Movies,Cash,0.0
2025-09-27,Stationary,434.14,Sheets,Mobile Payment,0.0
2025-09-29,Investments,291.31,SIP,Credit Card,23.21
2025-09-09,Utilities,464.02,Cable TV subscription,Bank Transfer,0.0
2025-09-19,Travel,69.76,Sunday picnic,Cash,0.0
2025-09-26,Investments,368.95,stocks,Credit Card,31.0
2025-09-30,Shopping,273.39,Gift purchase,Cash,0.0
2025-09-26,Food,64.86,Bought snacks,Bank Transfer,0.0
2025-09-26,Rent,147.98,House rent payment,Bank Transfer,0.0
2025-09-10,Rent,409.74,House rent payment,Cash,0.0
2025-09-19,Rent,90.26,Monthly rent,Debit Card,5.72
2025-09-09,Healthcare,414.96,Dental check-up,Cash,0.0
2025-09-24,Healthcare,463.31,Dental check-up,Mobile Payment,0.0
2025-09-22,Entertainment,34.84,Movie ticket,Mobile Payment,0.0
2025-09-01,Transport,44.61,Train fare,Bank Transfer,0.0
2025-09-26,Healthcare,98.61,Gym membership,Mobile Payment,0.0
2025-09-15,Food,322.68,Grocery shopping,Debit Card,14.26
2025-09-20,Travel,438.51,South Tour,Debit Card,7.48
2025-09-30,Travel,251.9,Movies,Mobile Payment,0.0
2025-09-09,Food,51.89,Coffee at café,Bank Transfer,0.0
2025-09-20,Travel,130.07,South Tour,Bank Transfer,0.0
2025-09-17,Shopping,7.59,New shoes,Credit Card,0.51
2025-09-09,Utilities,323.24,Cable TV subscription,Cash,0.0
2025-09-24,Stationary,18.96,Charts,Bank Transfer,0.0
2025-09-02,Shopping,348.33,Bought electronics,Cash,0.0
2025-09-09,Transport,424.93,Uber ride,Cash,0.0
2025-09-15,Utilities,105.26,Electricity bill,Cash,0.0
2025-09-26,Travel,205.26,Hastinapur tour,Debit Card,3.04
2025-09-26,Shopping,68.68,Gift purchase,Mobile Payment,0.0
2025-09-28,Entertainment,302.58,Movie ticket,Debit Card,14.66
2025-09-11,Stationary,164.75,Charts,Cash,0.0
2025-09-04,Shopping,86.3,Bought electronics,Mobile Payment,0.0
2025-09-10,Food,287.66,Lunch at restaurant,Cash,0.0
2025-09-19,Utilities,193.37,Electricity bill,Mobile Payment,0.0
2025-09-18,Entertainment,386.17,Movie ticket,Cash,0.0
2025-09-29,Food,268.09,Weekly groceries,Cash,0.0
2025-09-14,Rent,181.92,Monthly rent,Debit Card,12.54
2025-09-11,Transport,185.06,Public transport ticket,Bank Transfer,0.0
2025-09-19,Stationary,157.14,Pens,Cash,0.0
2025-09-16,Healthcare,57.75,Dental check-up,Debit Card,1.75
2025-09-16,Rent,492.41,Apartment rent,Bank Transfer,0.0
2025-09-26,Investments,384.08,mutual funds,Cash,0.0
2025-09-05,Healthcare,89.69,Doctor visit,Cash,0.0
2025-09-02,Utilities,65.82,Water bill,Cash,0.0
2025-09-16,Utilities,408.88,Cable TV subscription,Credit Card,13.87
2025-09-11,Rent,440.61,Monthly rent,Debit Card,28.01
2025-09-21,Utilities,29.24,Gas bill,Mobile Payment,0.0
2025-09-17,Rent,358.61,Apartment rent,Credit Card,32.18
2025-09-15,Entertainment,349.21,Video games,Credit Card,7.85
2025-09-26,Food,9.78,Weekly groceries,Cash,0.0
2025-09-16,Travel,84.32,Hastinapur tour,Bank Transfer,0.0
2025-09-28,Rent,297.67,Apartment rent,Cash,0.0
2025-09-29,Investments,470.9,mutual funds,Bank Transfer,0.0
2025-09-13,Transport,142.85,Parking fee,Bank Transfer,0.0
2025-09-26,Entertainment,499.95,Books purchase,Bank Transfer,0.0
2025-09-01,Shopping,135.25,Home decor,Mobile Payment,0.0
2025-09-13,Shopping,475.73,Clothing purchase,Debit Card,40.25
2025-09-08,Travel,488.96,South Tour,Bank Transfer,0.0
2025-09-01,Utilities,149.23,Mobile phone bill,Mobile Payment,0.0
2025-09-17,Transport,83.36,Taxi fare,Cash,0.0
2025-09-30,Shopping,321.06,Clothing purchase,Cash,0.0
2025-09-18,Rent,400.44,House rent payment,Cash,0.0
2025-09-08,Entertainment,152.55,Dinner and drinks,Mobile Payment,0.0
2025-09-23,Transport,55.1,Car repair,Mobile Payment,0.0
2025-09-07,Utilities,16.84,Electricity bill,Mobile Payment,0.0
2025-09-12,Entertainment,150.99,Theatre show,Debit Card,13.18
2025-09-16,Food,260.56,Bought snacks,Cash,0.0
2025-09-21,Food,384.11,Lunch at restaurant,Bank Transfer,0.0
2025-09-28,Utilities,411.79,Gas bill,Credit Card,24.58
2025-09-15,Food,452.95,Lunch at restaurant,Debit Card,34.24
2025-09-23,Entertainment,371.66,Books purchase,Credit Card,9.33
2025-09-19,Rent,177.95,House rent payment,Bank Transfer,0.0
2025-09-25,Utilities,232.04,Mobile phone bill,Debit Card,16.84
2025-09-20,Healthcare,243.42,Doctor visit,Mobile Payment,0.0
2025-09-05,Entertainment,377.22,Video games,Mobile Payment,0.0
2025-09-17,Food,139.17,Lunch at restaurant,Debit Card,11.63
2025-09-10,Travel,231.32,Hastinapur tour,Credit Card,3.45
2025-09-11,Entertainment,323.79,Theatre show,Bank Transfer,0.0
2025-09-16,Transport,174.63,Train fare,Cash,0.0
2025-09-07,Transport,62.13,Gas station refill,Bank Transfer,0.0
2025-09-03,Travel,73.84,Hastinapur tour,Mobile Payment,0.0
2025-09-10,Shopping,364.5,Gift purchase,Cash,0.0
2025-09-27,Food,17.49,Weekly groceries,Credit Card,0.85
2025-09-18,Utilities,75.87,Electricity bill,Debit Card,6.79
2025-09-08,Food,65.01,Coffee at café,Credit Card,3.98
2025-09-25,Transport,226.17,Train fare,Credit Card,18.18
2025-09-03,Food,47.43,Dinner delivery,Cash,0.0
2025-09-03,Stationary,226.64,Pens,Debit Card,12.77
2025-09-30,Investments,10.15,stocks,Credit Card,0.49
2025-09-24,Food,117.02,Dinner delivery,Debit Card,7.41
2025-09-07,Entertainment,80.96,Movie ticket,Bank Transfer,0.0
2025-09-29,Transport,103.27,Train fare,Cash,0.0
2025-09-05,Utilities,257.85,Mobile phone bill,Mobile Payment,0.0
2025-09-17,Utilities,493.23,Water bill,Debit Card,40.42
2025-09-21,Travel,212.18,Movies,Bank Transfer,0.0
2025-09-23,Travel,50.0,Movies,Bank Transfer,0.0
2025-09-08,Shopping,12.65,Online shopping,Mobile Payment,0.0
2025-09-21,Travel,102.46,South Tour,Debit Card,5.41
2025-09-10,Food,388.15,Weekly groceries,Debit Card,29.42
2025-09-15,Entertainment,58.47,Concert ticket,Credit Card,3.86
2025-09-11,Entertainment,178.56,Concert ticket,Mobile Payment,0.0
2025-09-03,Investments,219.81,stocks,Debit Card,13.88
2025-09-03,Investments,127.22,SIP,Credit Card,6.52
2025-09-30,Food,286.83,Weekly groceries,Cash,0.0
2025-09-30,Shopping,182.47,Shopping for accessories,Bank Transfer,0.0
2025-09-17,Entertainment,257.22,Streaming subscription,Credit Card,19.66
2025-09-28,Entertainment,476.69,Streaming subscription,Cash,0.0
2025-09-07,Transport,31.9,Public transport ticket,Bank Transfer,0.0
2025-09-11,Stationary,48.04,Charts,Mobile Payment,0.0
2025-09-20,Travel,233.78,South Tour,Cash,0.0
2025-09-26,Rent,214.24,Monthly rent,Mobile Payment,0.0
2025-10-27,Utilities,12.42,Electricity bill,Bank Transfer,0.0
2025-10-08,Utilities,267.01,Electricity bill,Credit Card,7.3
2025-10-10,Shopping,68.23,Clothing purchase,Debit Card,2.62
2025-10-22,Travel,101.38,Movies,Cash,0.0
2025-10-01,Entertainment,243.76,Concert ticket,Bank Transfer,0.0
2025-10-03,Healthcare,18.51,Eye exam,Credit Card,0.28
2025-10-12,Shopping,19.99,Home decor,Debit Card,0.63
2025-10-17,Food,370.08,Bought snacks,Mobile Payment,0.0
2025-10-24,Transport,8.51,Public transport ticket,Mobile Payment,0.0
2025-10-24,Stationary,492.15,Sketch Pens,Cash,0.0
2025-10-18,Transport,273.67,Train fare,Cash,0.0
2025-10-08,Entertainment,167.64,Books purchase,Debit Card,5.07
2025-10-13,Shopping,184.73,Gift purchase,Cash,0.0
2025-10-09,Food,64.64,Dinner delivery,Cash,0.0
2025-10-02,Utilities,74.14,Mobile phone bill,Cash,0.0
2025-10-31,Healthcare,221.78,Gym membership,Cash,0.0
2025-10-18,Travel,179.32,Sunday picnic,Credit Card,5.52
2025-10-10,Stationary,9.5,Charts,Mobile Payment,0.0
2025-10-05,Transport,73.7,Parking fee,Credit Card,2.91
2025-10-21,Travel,41.33,Mall visit,Cash,0.0
2025-10-14,Rent,259.32,House rent payment,Debit Card,11.13
2025-10-25,Transport,274.58,Parking fee,Cash,0.0
2025-10-17,Utilities,252.1,Internet subscription,Mobile Payment,0.0
2025-10-21,Stationary,383.76,declutter boxes,Cash,0.0
2025-10-03,Investments,319.43,mutual funds,Debit Card,4.65
2025-10-18,Food,448.4,Dinner delivery,Bank Transfer,0.0
2025-10-19,Investments,468.96,LIC,Cash,0.0
2025-10-26,Entertainment,452.88,Books purchase,Cash,0.0
2025-10-13,Investments,72.5,SIP,Credit Card,0.74
2025-10-24,Stationary,477.82,Charts,Bank Transfer,0.0
2025-10-19,Food,327.47,Dinner delivery,Cash,0.0
2025-10-29,Utilities,57.37,Gas bill,Credit Card,1.99
2025-10-16,Travel,306.33,Mall visit,Debit Card,3.53
2025-10-22,Utilities,378.0,Water bill,Bank Transfer,0.0
2025-10-30,Utilities,261.29,Gas bill,Credit Card,12.45
2025-10-08,Healthcare,115.39,Eye exam,Mobile Payment,0.0
2025-10-27,Investments,212.29,LIC,Mobile Payment,0.0
2025-10-31,Shopping,228.0,Online shopping,Cash,0.0
2025-10-05,Rent,303.96,Apartment rent,Mobile Payment,0.0
2025-10-07,Stationary,215.32,declutter boxes,Cash,0.0
2025-10-20,Entertainment,99.96,Theatre show,Cash,0.0
2025-10-06,Entertainment,281.47,Video games,Bank Transfer,0.0
2025-10-17,Stationary,25.44,declutter boxes,Debit Card,0.8
2025-10-01,Food,247.77,Coffee at café,Cash,0.0
2025-10-06,Shopping,241.12,Shopping for accessories,Bank Transfer,0.0
2025-10-12,Investments,111.47,LIC,Bank Transfer,0.0
2025-10-13,Travel,183.12,South Tour,Bank Transfer,0.0
2025-10-05,Stationary,356.74,declutter boxes,Mobile Payment,0.0
2025-10-16,Transport,454.65,Uber ride,Cash,0.0
2025-10-03,Stationary,118.98,Charts,Cash,0.0
2025-10-26,Travel,415.93,Mall visit,Cash,0.0
2025-10-10,Transport,422.08,Train fare,Mobile Payment,0.0
2025-10-24,Stationary,211.62,Charts,Credit Card,4.54
2025-10-02,Shopping,426.03,New shoes,Mobile Payment,0.0
2025-10-14,Rent,420.96,Apartment rent,Cash,0.0
2025-10-19,Healthcare,63.84,Health insurance,Cash,0.0
2025-10-09,Entertainment,161.38,Concert ticket,Bank Transfer,0.0
2025-10-29,Investments,171.44,stocks,Cash,0.0
2025-10-03,Food,203.81,Fast food meal,Debit Card,7.61
2025-10-31,Healthcare,71.99,Health insurance,Bank Transfer,0.0
2025-10-11,Rent,231.18,Monthly rent,Mobile Payment,0.0
2025-10-09,Investments,140.95,stocks,Debit Card,2.37
